iter	RMSE
240	9.582974789
241	9.577595984
242	9.572571151
243	9.567883058
244	9.563326179
245	9.557613809
246	9.552384821
247	9.547519259
248	9.538711271
249	9.533926259
250	9.529457376
251	9.522954082
252	9.518055937
253	9.513769344
254	9.508990974
255	9.503778253
256	9.499402432
257	9.493786988
258	9.48999434
259	9.484700401
260	9.480630074
261	9.475458025
262	9.471294451
263	9.46748041
264	9.461018919
265	9.458366314
266	9.454764516
267	9.451923966
268	9.44664763
269	9.442100089
270	9.435850058
271	9.430558513
272	9.42670793
273	9.421222376
274	9.41675219
275	9.409187801
276	9.40513622
277	9.400921821
278	9.397089184
279	9.39265747
280	9.388725687
281	9.384451326
282	9.378139694
283	9.373529537
284	9.368062198
285	9.362656511
286	9.358567557
287	9.354257402
288	9.350038391
289	9.347669097
290	9.344431094
291	9.339598566
292	9.334993614
293	9.331858487
294	9.32919982
295	9.324724087
296	9.31766184
297	9.313733743
298	9.309431247
299	9.304531963
300	9.300141372
301	9.29556805
302	9.290154224
303	9.286145996
304	9.282448829
305	9.278661416
306	9.274004116
307	9.269270273
308	9.26474191
309	9.261367156
310	9.258361488
311	9.253856203
312	9.247420366
313	9.243204747
314	9.239262895
315	9.234654978
316	9.22944802
317	9.224850275
318	9.221835852
319	9.218066638
320	9.212709265
321	9.208505319
322	9.206034545
323	9.2030805
324	9.198985861
325	9.194981051
326	9.191653143
327	9.188601765
328	9.185789293
329	9.181306475
330	9.177981443
331	9.175706437
332	9.172147256
333	9.16812557
334	9.164281735
335	9.158925328
336	9.155924662
337	9.150422158
338	9.144950502
339	9.14104624
340	9.136317021
341	9.132251943
342	9.124779066
343	9.120984474
344	9.117612246
345	9.115663272
346	9.111602057
347	9.110930666
348	9.106906298
349	9.103444356
350	9.0995657
351	9.09678325
352	9.094025472
353	9.088006114
354	9.083361408
355	9.080021475
356	9.07447555
357	9.070378164
358	9.066445121
359	9.061647937
360	9.056974156
361	9.053734964
362	9.047707029
363	9.043916763
364	9.040444041
365	9.037783359
366	9.035598956
367	9.033070943
368	9.029977929
369	9.026314932
370	9.021773244
371	9.018697919
372	9.015452094
373	9.011416387
374	9.008684298
375	9.004619748
376	9.001303507
377	8.996025457
378	8.992533697
379	8.988887455
380	8.984380091
381	8.979535006
382	8.977009157
383	8.974366991
384	8.97148862
385	8.96926605
386	8.96554553
387	8.956492432
388	8.955895045
389	8.955324866
390	8.950917079
391	8.947399401
392	8.946853677
393	8.942061314
394	8.939178993
395	8.938772837
396	8.938427172
397	8.935374328
398	8.931043341
399	8.930151805
400	8.927741601
401	8.925621781
402	8.922363654
403	8.916513605
404	8.913042274
405	8.907861732
406	8.903345604
407	8.90286883
408	8.900049081
409	8.897044695
410	8.892268167
411	8.88963801
412	8.887620597
413	8.887173436
414	8.884071128
415	8.883643723
416	8.879937198
417	8.876432916
418	8.871911229
419	8.868431602
420	8.863936332
421	8.860090578
422	8.856354431
423	8.852316036
424	8.847758944
425	8.844165261
426	8.839925018
427	8.836924157
428	8.836103723
429	8.835694363
430	8.831918734
431	8.831597813
432	8.829097112
433	8.828794428
434	8.826307724
435	8.822064726
436	8.817325875
437	8.813361231
438	8.809208896
439	8.809009899
440	8.805872005
441	8.80386094
442	8.803566457
443	8.799765595
444	8.795945275
445	8.792562886
446	8.789065895
447	8.785169464
448	8.782544448
449	8.780137742
450	8.777305699
451	8.777118935
452	8.773257109
453	8.768887537
454	8.764322758
455	8.764143142
456	8.761278982
457	8.760523987
458	8.759816161
459	8.757398704
460	8.753685224
461	8.749007176
462	8.744104194
463	8.73978187
464	8.73612279
465	8.733383989
466	8.7314264
467	8.729478677
468	8.726627381
469	8.722899146
470	8.719038436
471	8.716727059
472	8.715213912
473	8.709505965
474	8.707159497
475	8.704149345
476	8.703895911
477	8.698694186
478	8.698512715
479	8.694156695
480	8.690472772
481	8.684763367
482	8.680657516
483	8.674061065
484	8.6717049
485	8.667810336
486	8.6630693
487	8.65880256
488	8.656740264
489	8.653408507
490	8.65090125
491	8.647216903
492	8.644671157
493	8.639066791
494	8.635435539
495	8.631020265
496	8.626705004
497	8.624082249
498	8.621046811
499	8.618902868
500	8.616950442
501	8.610957742
502	8.609092932
503	8.606211146
504	8.604382158
505	8.600162785
506	8.59807942
507	8.59461024
508	8.590654137
509	8.585735564
510	8.583492017
511	8.580265045
512	8.577155974
513	8.576996458
514	8.574301877
515	8.570680509
516	8.567605541
517	8.565146362
518	8.562716852
519	8.559482891
520	8.554914269
521	8.552062522
522	8.547001198
523	8.543519917
524	8.539067377
525	8.53411281
526	8.530003035
527	8.526706067
528	8.524207911
529	8.519349429
530	8.516019183
531	8.513668964
532	8.511838283
533	8.507219869
534	8.505014173
535	8.502216296
536	8.499068576
537	8.49654299
538	8.491951981
539	8.489521622
540	8.486737439
541	8.483643088
542	8.482163511
543	8.479970029
544	8.478482402
545	8.47539424
546	8.472656336
547	8.471047027
548	8.468072297
549	8.465365363
550	8.459684531
551	8.454925173
552	8.45002015
553	8.446637491
554	8.442158747
555	8.440853518
556	8.440598229
557	8.437782175
558	8.43270592
559	8.428828827
560	8.42379431
561	8.420964538
562	8.42080969
563	8.418062575
564	8.417913396
565	8.41540516
566	8.41305587
567	8.409179767
568	8.40568206
569	8.403301752
570	8.398398279
571	8.395400285
572	8.393768778
573	8.390156882
574	8.387968094
575	8.386248191
576	8.383987292
577	8.380873946
578	8.377013287
579	8.373678739
580	8.370750386
581	8.36925415
582	8.367375456
583	8.363440899
584	8.357459227
585	8.35458791
586	8.352260572
587	8.350283139
588	8.34618431
589	8.344632458
590	8.341186073
591	8.33818563
592	8.335204143
593	8.331412181
594	8.328718362
595	8.326857432
596	8.324535396
597	8.321225206
598	8.319724749
599	8.318003259
600	8.313542464
601	8.310710097
602	8.305344858
603	8.302342198
604	8.299521529
605	8.297147568
606	8.295627807
607	8.29285256
608	8.289757053
609	8.288386709
610	8.288245611
611	8.286250784
612	8.284526499
613	8.284391119
614	8.280629739
615	8.277450058
616	8.274103665
617	8.27179944
618	8.267722355
619	8.263131783
620	8.258618991
621	8.255909029
622	8.25186948
623	8.249683947
624	8.247862022
625	8.245911261
626	8.241294731
627	8.238154365
628	8.236143696
629	8.233936361
630	8.230906946
631	8.228367705
632	8.22521367
633	8.223485963
634	8.220736725
635	8.218371761
636	8.216961778
637	8.214410907
638	8.211269206
639	8.208681496
640	8.205178345
641	8.202335798
642	8.197839666
643	8.196197843
644	8.193176636
645	8.191500202
646	8.189289795
647	8.186324652
648	8.181387269
649	8.178172304
650	8.173931772
651	8.171134986
652	8.167718802
653	8.166053461
654	8.16490302
655	8.1628515
656	8.157377579
657	8.155526976
658	8.152366249
659	8.148779045
660	8.145535724
661	8.141238449
662	8.139727986
663	8.13742498
664	8.13504781
665	8.133244584
666	8.129360598
667	8.125964331
668	8.123512937
669	8.120230393
670	8.117336783
671	8.115707313
672	8.109746824
673	8.106212822
674	8.105281462
675	8.102060566
676	8.099940603
677	8.098260938
678	8.094535837
679	8.090733595
680	8.087666976
681	8.086376656
682	8.08330297
683	8.081273043
684	8.079230087
685	8.077017201
686	8.07479233
687	8.0709849
688	8.069291307
689	8.066834587
690	8.063960648
691	8.062079903
692	8.059053691
693	8.057322905
694	8.055403429
695	8.053296277
696	8.049293833
697	8.047370959
698	8.042112523
699	8.038968329
700	8.037238178
701	8.03335652
702	8.030795888
703	8.025951128
704	8.024703258
705	8.022354228
706	8.019131644
707	8.016820207
708	8.015268746
709	8.012702459
710	8.010892277
711	8.006348515
712	8.004780478
713	8.00256821
714	7.999304144
715	7.996873292
716	7.994123787
717	7.990899097
718	7.988324293
719	7.985185177
720	7.983130521
721	7.981089233
722	7.978791606
723	7.976634336
724	7.973382207
725	7.970507409
726	7.967393051
727	7.96513179
728	7.963047211
729	7.961140706
730	7.959598644
731	7.957774625
732	7.956549542
733	7.954160019
734	7.952177784
735	7.949498759
736	7.947389459
737	7.946288344
738	7.942507804
739	7.939644782
740	7.937812102
741	7.935489079
742	7.933518719
743	7.931196109
744	7.926990272
745	7.924877275
746	7.922446066
747	7.921133826
748	7.918046338
749	7.916445905
750	7.915062206
751	7.913954828
752	7.911969878
753	7.907041999
754	7.905528012
755	7.903014571
756	7.901423506
757	7.899756149
758	7.898570997
759	7.895964943
760	7.894548942
761	7.893013652
762	7.888941263
763	7.885882017
764	7.882700057
765	7.882222127
766	7.880666106
767	7.879332899
768	7.87665974
769	7.873887145
770	7.871895508
771	7.869680771
772	7.865084861
773	7.86353145
774	7.860284622
775	7.857122758
776	7.854834767
777	7.850552922
778	7.848429327
779	7.847104226
780	7.845725308
781	7.844073041
782	7.841286466
783	7.839417452
784	7.837052123
785	7.833874402
786	7.8305005
787	7.826923962
788	7.825180226
789	7.822406661
790	7.820922147
791	7.819770454
792	7.818352696
793	7.816969872
794	7.815437436
795	7.813556512
796	7.810768098
797	7.80753265
798	7.805455701
799	7.803146946
800	7.801034478
801	7.797538531
802	7.794629318
803	7.790153455
804	7.786499258
805	7.784346951
806	7.783167922
807	7.778887051
808	7.777252993
809	7.776292356
810	7.77406406
811	7.770747172
812	7.769476541
813	7.765965303
814	7.762628902
815	7.759103126
816	7.757363233
817	7.754218656
818	7.750747319
819	7.749664099
820	7.747969878
821	7.746189871
822	7.744198306
823	7.741664384
824	7.739963158
825	7.737531698
826	7.736063273
827	7.733009561
828	7.731300594
829	7.728797881
830	7.726487365
831	7.725682331
832	7.723988077
833	7.721954133
834	7.719569455
835	7.716964564
836	7.715639985
837	7.714347474
838	7.712356233
839	7.710494143
840	7.70727282
841	7.703192389
842	7.700525038
843	7.698594357
844	7.697598931
845	7.695787058
846	7.693444999
847	7.692064065
848	7.690603927
849	7.688620885
850	7.686377617
851	7.684490816
852	7.681758065
853	7.679079407
854	7.675929132
855	7.672668439
856	7.671151509
857	7.668882556
858	7.666443561
859	7.664541049
860	7.662874916
861	7.660800064
862	7.658228674
863	7.656631349
864	7.653633447
865	7.651101607
866	7.649735369
867	7.648230617
868	7.646664858
869	7.645286755
870	7.644648145
871	7.642191285
872	7.640371616
873	7.638860915
874	7.633847777
875	7.631433166
876	7.628769649
877	7.6251858
878	7.623189951
879	7.621246451
880	7.619236437
881	7.616692994
882	7.615074644
883	7.613544146
884	7.611471647
885	7.60958243
886	7.607502692
887	7.604237496
888	7.603045295
889	7.601003265
890	7.595732983
891	7.594090853
892	7.592308858
893	7.589019879
894	7.586891894
895	7.585209584
896	7.582112747
897	7.579308728
898	7.577047653
899	7.575068347
900	7.572042892
901	7.570248781
902	7.569183405
903	7.566429967
904	7.564222633
905	7.561148658
906	7.559223282
907	7.556690447
908	7.55370538
909	7.550481153
910	7.549163756
911	7.54899991
912	7.546529456
913	7.545651973
914	7.544585382
915	7.542770677
916	7.541249598
917	7.539386967
918	7.536336888
919	7.533130857
920	7.5313869
921	7.528106305
922	7.525778728
923	7.524425886
924	7.52185003
925	7.520330372
926	7.520161817
927	7.519098283
928	7.517704909
929	7.516661826
930	7.51498072
931	7.514885852
932	7.5127344
933	7.51151893
934	7.509397778
935	7.507297741
936	7.50489194
937	7.501804831
938	7.499731041
939	7.49792936
940	7.496517288
941	7.494952913
942	7.491790519
943	7.490699228
944	7.489069297
945	7.487957432
946	7.486467597
947	7.484787185
948	7.482882637
949	7.480528454
950	7.480422946
951	7.478532555
952	7.477124483
953	7.475348188
954	7.472400949
955	7.469550881
956	7.46824258
957	7.468140274
958	7.465572098
959	7.462866512
960	7.462210596
961	7.458895729
962	7.456267275
963	7.453137118
964	7.451791055
965	7.450387743
966	7.448883685
967	7.44701022
968	7.44565754
969	7.444252309
970	7.442521444
971	7.440627583
972	7.440534871
973	7.437684333
974	7.433740648
975	7.433603404
976	7.432833992
977	7.429309317
978	7.426061584
979	7.422992205
980	7.419869689
981	7.417309966
982	7.415046617
983	7.41385612
984	7.412553835
985	7.409822456
986	7.408983398
987	7.407284749
988	7.405446664
989	7.402927108
990	7.402050645
991	7.400319504
992	7.398477245
993	7.394531886
994	7.394270915
995	7.392986141
996	7.391625199
997	7.389418023
998	7.388150516
999	7.386980041
